ppTime.la,ppTime.ab,ppTime.bo,ppTime.or,ppTime.ra,ppTime.at,ppTime.to,ppTime.oi,ppTime.ir,ppTime.re,ppTime.eg,ppTime.gr,ppTime.re,ppTime.ey,ppTime.yc,prTime.la,prTime.ab,prTime.bo,prTime.or,prTime.ra,prTime.at,prTime.to,prTime.oi,prTime.ir,prTime.re,prTime.eg,prTime.gr,prTime.re,prTime.ey,prTime.yc,rpTime.la,rpTime.ab,rpTime.bo,rpTime.or,rpTime.ra,rpTime.at,rpTime.to,rpTime.oi,rpTime.ir,rpTime.re,rpTime.eg,rpTime.gr,rpTime.re,rpTime.ey,rpTime.yc,rrTime.la,rrTime.ab,rrTime.bo,rrTime.or,rrTime.ra,rrTime.at,rrTime.to,rrTime.oi,rrTime.ir,rrTime.re,rrTime.eg,rrTime.gr,rrTime.re,rrTime.ey,rrTime.yc,subject,time_to_type
901296,2103024,1702448,1201728,1201728,3304752,2403456,1902736,1802592,2203168,2804032,1402016,2403456,4306192,1802592,2103024,2804032,2703888,2103024,2103024,4206048,3104464,2603744,2503600,3104464,3605184,2103024,3104464,5007200,2303312,-801152,901296,1001440,200288,300432,2403456,1502160,1201728,1101584,1502160,1902736,600864,1702448,3605184,1101584,400576,1602304,2002880,1101584,1201728,3304752,2203168,1902736,1802592,2403456,2703888,1301872,2403456,4306192,1602304,4,34850112
1101584,2403456,2403456,1101584,1201728,1802592,1602304,2303312,2103024,2103024,2403456,1502160,2503600,2203168,2203168,2203168,3104464,3104464,1802592,2002880,2503600,2403456,3004320,2703888,2603744,3004320,2002880,3204608,2804032,2804032,-400576,1301872,1702448,400576,500720,1001440,901296,1502160,1402016,1502160,1902736,901296,2002880,1502160,1602304,701008,2002880,2403456,1101584,1301872,1702448,1702448,2203168,2002880,2002880,2503600,1402016,2703888,2103024,2203168,4,32546800
1502160,3805472,1802592,1201728,1502160,1902736,1301872,1702448,1702448,1902736,2303312,1702448,2203168,1602304,1602304,2904176,4706768,2603744,2002880,2203168,2603744,2303312,2403456,2403456,2603744,3104464,2403456,2904176,2303312,2403456,-400576,2403456,901296,400576,701008,1201728,600864,701008,1001440,1201728,1602304,901296,1502160,901296,901296,1001440,3304752,1702448,1201728,1402016,1902736,1602304,1402016,1702448,1902736,2403456,1602304,2203168,1602304,1702448,4,31144784
1301872,2303312,1702448,1001440,1301872,1502160,1402016,1702448,1802592,1702448,2403456,1402016,2203168,1702448,1602304,2503600,3004320,2403456,1702448,2002880,2203168,2103024,2303312,2503600,2403456,3104464,2103024,3004320,2303312,2103024,-400576,1101584,1001440,300432,600864,801152,701008,1001440,1201728,1001440,1702448,701008,1502160,901296,1001440,801152,1802592,1702448,1001440,1301872,1502160,1402016,1602304,1902736,1702448,2403456,1402016,2303312,1502160,1502160,4,27940176
701008,2103024,2203168,901296,1201728,1602304,1702448,1702448,1301872,2002880,2103024,1502160,1802592,2203168,2103024,1902736,3104464,2904176,1602304,1902736,2603744,2403456,2403456,2103024,2703888,3104464,2203168,2804032,3104464,2804032,-701008,901296,1201728,200288,500720,901296,701008,1001440,600864,1201728,1402016,500720,1101584,1201728,1201728,500720,1902736,1902736,901296,1201728,1902736,1402016,1702448,1402016,1902736,2403456,1201728,2103024,2103024,1902736,4,28440896
1101584,2203168,2203168,1101584,1602304,1502160,1802592,1702448,1902736,1802592,2804032,1101584,2203168,2002880,1502160,2303312,2904176,3004320,1902736,2403456,2303312,2303312,2303312,2603744,2503600,3304752,1702448,2904176,2603744,2203168,-400576,1001440,1502160,300432,801152,701008,1001440,1201728,1301872,1101584,2103024,600864,1602304,1301872,901296,801152,1702448,2303312,1101584,1602304,1502160,1502160,1802592,2002880,1802592,2603744,1201728,2303312,1902736,1602304,4,29742768
901296,2203168,2503600,1502160,1702448,5407776,1702448,1602304,1602304,2203168,2603744,1502160,2002880,2203168,1201728,2103024,2904176,3304752,2203168,2403456,6108784,2103024,2403456,2403456,2904176,3304752,2203168,3004320,2703888,2203168,-500720,1001440,1802592,701008,1001440,4706768,1001440,1201728,801152,1402016,1902736,801152,1301872,1201728,701008,701008,1702448,2603744,1402016,1702448,5407776,1402016,2002880,1602304,2103024,2603744,1502160,2303312,1702448,1702448,4,34850112
901296,2603744,2103024,901296,1101584,1402016,1502160,1602304,1802592,1902736,2503600,1301872,1902736,2103024,1502160,2303312,3204608,3004320,1602304,1902736,2203168,2103024,2303312,2403456,2603744,3104464,1902736,2703888,2804032,2103024,-801152,1201728,1502160,0,400576,600864,701008,1001440,1101584,1301872,1802592,701008,1301872,1301872,801152,600864,1802592,2403456,701008,1201728,1402016,1301872,1702448,1702448,2002880,2403456,1301872,2103024,2002880,1402016,4,28340752
901296,2303312,2403456,1702448,1001440,1301872,1702448,1502160,1402016,2103024,2403456,1201728,2103024,1402016,1902736,2403456,3104464,3204608,2203168,1702448,2103024,2703888,2203168,2103024,2503600,3104464,1902736,3104464,2103024,2603744,-801152,801152,1602304,901296,500720,600864,901296,500720,701008,1402016,2002880,500720,1402016,400576,1201728,701008,1602304,2403456,1402016,1201728,1402016,1902736,1201728,1402016,1802592,2703888,1201728,2403456,1101584,1902736,4,28440896
1101584,2303312,1702448,1101584,1502160,1402016,1602304,1201728,1902736,1802592,2403456,1301872,2203168,1702448,2203168,2303312,3004320,2403456,2002880,2203168,2103024,2303312,1802592,2503600,2503600,3104464,1902736,3004320,2403456,2804032,-500720,1101584,1001440,400576,600864,701008,901296,500720,1301872,1201728,1702448,600864,1602304,901296,1502160,701008,1802592,1702448,1301872,1301872,1402016,1602304,1101584,1902736,1902736,2403456,1201728,2403456,1602304,2103024,4,28841472
1201728,2603744,1902736,901296,1001440,1702448,1301872,1902736,2002880,1902736,2503600,1502160,2103024,1602304,1502160,2603744,3304752,2603744,1602304,1702448,2603744,2303312,2703888,2703888,2603744,3204608,2203168,3104464,2303312,2203168,-701008,1201728,1201728,200288,300432,1001440,400576,901296,1201728,1201728,1802592,801152,1402016,600864,801152,701008,1902736,1902736,901296,1001440,1902736,1402016,1702448,1902736,1902736,2503600,1502160,2403456,1301872,1502160,4,29742768
901296,400576,1301872,701008,1702448,2303312,901296,1502160,2203168,1702448,600864,2103024,1301872,1402016,1502160,1702448,1301872,2002880,1301872,2503600,2904176,1602304,1902736,2703888,3004320,1702448,2603744,2002880,2103024,2002880,300432,-400576,400576,0,1101584,1502160,300432,801152,1802592,1201728,-701008,1001440,801152,701008,801152,1101584,500720,1101584,600864,1902736,2103024,1001440,1201728,2303312,2503600,400576,1502160,1502160,1402016,1301872,5,24334992
701008,500720,1201728,701008,1402016,2403456,1201728,1402016,2203168,1402016,500720,1802592,701008,1502160,1602304,1702448,1201728,1902736,1402016,2403456,3104464,1902736,2103024,2904176,2603744,1402016,2503600,1702448,2703888,2403456,0,-500720,500720,0,701008,1402016,500720,701008,1502160,701008,-701008,901296,0,500720,400576,1001440,200288,1201728,701008,1702448,2103024,1201728,1402016,2203168,1902736,200288,1602304,1001440,1702448,1201728,5,22832832
901296,600864,1301872,701008,1502160,2503600,1201728,1602304,2403456,1702448,600864,1902736,4506480,2103024,1902736,1802592,1301872,1802592,1201728,2403456,3104464,1902736,2002880,2904176,2603744,1602304,2503600,5207488,2804032,2503600,200288,-300432,600864,200288,1001440,1602304,600864,901296,2002880,1201728,-300432,901296,3905616,1402016,1201728,1101584,400576,1101584,701008,1902736,2203168,1301872,1301872,2503600,2103024,701008,1502160,4606624,2103024,1802592,5,28941616
1001440,200288,1101584,1001440,1902736,2703888,1101584,1201728,2403456,1602304,801152,2002880,2403456,2703888,2002880,1502160,1101584,1902736,2002880,2603744,3404896,2002880,1902736,2804032,3104464,1702448,2804032,3404896,3404896,2804032,300432,-300432,200288,200288,901296,2002880,400576,300432,1702448,1201728,-701008,1101584,1602304,1702448,1301872,801152,600864,1001440,1201728,1602304,2703888,1301872,1001440,2103024,2703888,200288,1902736,2603744,2403456,2103024,5,31345072
801152,600864,1201728,500720,1802592,5407776,1301872,1902736,3204608,1802592,500720,1602304,1502160,1001440,1802592,1602304,1201728,1702448,1101584,2904176,6008640,2002880,3004320,3705328,2703888,1502160,2303312,2203168,1702448,2303312,0,-200288,600864,0,1201728,4306192,701008,1201728,2103024,1301872,-400576,600864,801152,300432,1101584,801152,400576,1101584,600864,2303312,4907056,1402016,2303312,2603744,2203168,600864,1301872,1502160,1001440,1602304,5,29041760
901296,400576,1201728,500720,1902736,2703888,1301872,1201728,2203168,1902736,500720,1802592,1902736,1502160,1602304,1602304,1101584,1902736,1201728,2904176,3404896,2303312,1902736,2904176,3104464,1602304,2503600,2603744,2203168,2303312,0,-300432,500720,-200288,1201728,1702448,600864,200288,1502160,1201728,-701008,701008,1201728,801152,901296,701008,400576,1201728,500720,2203168,2403456,1602304,901296,2203168,2403456,400576,1402016,1902736,1502160,1602304,5,25036000
801152,500720,1301872,400576,1802592,2703888,1301872,1301872,2303312,1702448,500720,1802592,1402016,1001440,1702448,1602304,1201728,1802592,1201728,2703888,3204608,1802592,1902736,2703888,2703888,1602304,2503600,2002880,1602304,2403456,0,-300432,600864,-100144,1001440,1802592,801152,801152,1702448,1301872,-500720,701008,701008,400576,1101584,801152,400576,1101584,701008,1902736,2303312,1301872,1402016,2103024,2303312,600864,1402016,1301872,1001440,1802592,5,25036000
901296,200288,1502160,701008,1902736,2303312,1201728,1702448,2103024,1902736,500720,2103024,1702448,1201728,1602304,1602304,1201728,2203168,1402016,2603744,2804032,1902736,2203168,2603744,3104464,1702448,2804032,2403456,1902736,2303312,200288,-500720,500720,0,1201728,1602304,701008,1001440,1602304,1402016,-701008,901296,1001440,500720,901296,901296,500720,1201728,701008,1902736,2103024,1402016,1502160,2103024,2603744,500720,1602304,1702448,1201728,1602304,5,25136144
901296,400576,1402016,400576,1802592,2503600,1001440,1402016,2203168,1502160,500720,1702448,1502160,801152,2002880,1702448,1201728,1802592,1101584,2603744,3104464,1802592,2002880,2703888,2503600,1602304,2403456,2103024,1602304,2403456,300432,-400576,600864,0,1101584,1702448,400576,600864,1602304,1001440,-500720,600864,801152,200288,1201728,1101584,400576,1001440,701008,1902736,2303312,1201728,1201728,2103024,2002880,600864,1301872,1402016,1001440,1602304,5,24034560
600864,701008,1001440,400576,1702448,2403456,701008,1602304,2203168,1902736,500720,1802592,1502160,901296,1702448,1502160,1201728,1702448,1201728,2403456,2904176,1602304,2103024,2703888,2603744,1402016,2303312,2203168,1602304,2403456,-200288,-200288,500720,-300432,901296,1702448,200288,701008,1702448,1402016,-200288,901296,1001440,200288,1001440,701008,300432,1201728,500720,1602304,2203168,1101584,1201728,2203168,2103024,701008,1402016,1702448,901296,1702448,5,22632544
701008,600864,1402016,200288,2002880,2403456,901296,1502160,2203168,1602304,400576,2103024,1502160,701008,1602304,1502160,1201728,1802592,801152,2804032,2904176,1702448,1902736,2703888,2603744,1402016,2703888,2203168,1201728,2203168,0,-200288,801152,-200288,1402016,1602304,400576,701008,1802592,1101584,-600864,1101584,901296,0,1101584,801152,400576,1201728,400576,2203168,2103024,1201728,1101584,2303312,2103024,400576,1702448,1602304,500720,1702448,5,23633984
701008,200288,1201728,500720,1702448,2303312,1001440,1402016,2203168,1802592,500720,2103024,1502160,901296,1702448,1402016,1001440,2002880,1201728,2703888,2804032,1902736,1902736,2603744,2804032,1702448,2904176,2203168,1602304,2403456,200288,-500720,400576,-300432,1001440,1301872,500720,500720,1702448,1402016,-500720,901296,701008,200288,1001440,901296,300432,1201728,400576,2002880,1802592,1402016,1001440,2103024,2403456,701008,1702448,1402016,901296,1702448,5,23233408
801152,400576,1001440,600864,1502160,2303312,1101584,1101584,2203168,1502160,701008,1602304,1101584,901296,1702448,1502160,1001440,1602304,1101584,2403456,2904176,1702448,1702448,2603744,2503600,1602304,2203168,2002880,1602304,2303312,300432,-300432,400576,0,1001440,1402016,500720,500720,1602304,1101584,-300432,701008,500720,0,1001440,1001440,300432,1001440,500720,1902736,2002880,1101584,1101584,2002880,2103024,600864,1301872,1402016,701008,1602304,5,22231968
701008,500720,1201728,200288,1902736,2103024,1001440,1402016,1902736,1602304,801152,1602304,1201728,1001440,1402016,1702448,1201728,1702448,1001440,2603744,2603744,1902736,1902736,2603744,2804032,2002880,2403456,2002880,1702448,2103024,0,-500720,500720,-300432,1101584,1402016,500720,500720,1402016,901296,-400576,400576,400576,200288,701008,1001440,200288,1001440,500720,1802592,1902736,1402016,1001440,2103024,2103024,801152,1201728,1201728,901296,1402016,5,21831392
1001440,701008,1702448,1402016,1802592,2103024,1201728,2603744,2703888,1802592,801152,3905616,2403456,2703888,1201728,2203168,1902736,2403456,2303312,2603744,3004320,2503600,3304752,3505040,3204608,2103024,4907056,3204608,3605184,1902736,200288,-500720,500720,701008,901296,1301872,300432,1301872,2002880,1001440,-600864,2603744,1402016,1902736,300432,1402016,701008,1201728,1602304,1702448,2203168,1602304,2002880,2804032,2403456,701008,3605184,2203168,2804032,1001440,6,31845792
701008,701008,1702448,1101584,1402016,2203168,1001440,2503600,1502160,1602304,1001440,2403456,1602304,1702448,1602304,1902736,1902736,2403456,2103024,2403456,3204608,1902736,3505040,2403456,3104464,1902736,3104464,2503600,2403456,2403456,0,-500720,500720,400576,400576,1201728,0,1602304,500720,701008,-500720,1502160,901296,801152,901296,1201728,701008,1201728,1402016,1402016,2203168,901296,2603744,1402016,2203168,400576,2203168,1802592,1502160,1702448,6,27038880
1101584,500720,1802592,1301872,1702448,2103024,901296,2503600,1402016,2002880,1001440,1902736,1702448,2403456,1001440,2103024,1502160,2503600,2203168,2503600,3004320,1602304,3505040,2203168,3404896,1902736,2804032,2603744,2904176,1702448,300432,-500720,801152,600864,801152,1301872,0,1802592,400576,1201728,-400576,1001440,801152,1502160,500720,1301872,500720,1502160,1502160,1602304,2203168,701008,2804032,1201728,2603744,500720,1902736,1702448,2002880,1201728,6,26938736
1201728,701008,1402016,1902736,1902736,4206048,701008,2904176,1502160,1802592,500720,2603744,1702448,1602304,1902736,2403456,1902736,2103024,2804032,3104464,4907056,1902736,3905616,2303312,3505040,2203168,3605184,2603744,2303312,2603744,500720,-500720,200288,1201728,1001440,3004320,0,1702448,500720,1001440,-1201728,901296,701008,701008,1201728,1702448,701008,901296,2103024,2203168,3705328,1201728,2703888,1301872,2703888,500720,1902736,1602304,1402016,1902736,6,30644064
1101584,600864,2103024,1301872,1902736,2804032,1402016,2002880,3204608,1902736,1502160,3204608,2103024,2002880,2002880,2103024,1802592,2804032,2203168,2904176,3805472,2503600,2603744,4005760,3705328,2904176,4005760,3104464,2703888,2703888,400576,-400576,901296,600864,1001440,1802592,400576,901296,2603744,1101584,-300432,1802592,1301872,1001440,1301872,1402016,801152,1602304,1502160,2002880,2804032,1502160,1502160,3404896,2904176,1101584,2603744,2303312,1702448,2002880,6,32646944
701008,1001440,1702448,1402016,1602304,2203168,901296,2203168,2804032,1902736,701008,2403456,1602304,1702448,1402016,2203168,2203168,2603744,2403456,2603744,3104464,1902736,3104464,3505040,3104464,1902736,3104464,2603744,2103024,2103024,200288,-500720,500720,500720,600864,1201728,0,1201728,1902736,1201728,-500720,1201728,901296,701008,1001440,1702448,701008,1402016,1502160,1602304,2103024,1001440,2103024,2603744,2403456,701008,1902736,1902736,1101584,1702448,6,33548240
1101584,701008,1502160,1201728,1602304,2203168,1101584,2002880,2002880,1602304,701008,6409216,2203168,1802592,1201728,2203168,1802592,2303312,2203168,2603744,3304752,2203168,2703888,2804032,2703888,1702448,7110224,3004320,2403456,1902736,400576,-400576,400576,400576,600864,1201728,0,901296,1301872,801152,-400576,5407776,1502160,1001440,600864,1502160,701008,1201728,1402016,1602304,2303312,1101584,1602304,2103024,1902736,600864,6108784,2303312,1602304,1301872,6,30543920
1201728,701008,1402016,1702448,1402016,2203168,901296,3505040,2002880,1502160,1001440,2203168,1402016,1702448,1301872,2403456,1802592,2303312,2904176,2403456,3104464,2002880,4506480,2703888,3004320,2203168,3104464,2603744,2403456,2103024,500720,-500720,300432,801152,200288,1201728,0,2403456,1001440,801152,-500720,1001440,500720,500720,600864,1702448,600864,1201728,2002880,1201728,2103024,1101584,3404896,1702448,2303312,701008,1902736,1702448,1201728,1402016,6,28040320
1001440,600864,1502160,1301872,1301872,2203168,1001440,1902736,3204608,2203168,1001440,2403456,1402016,1702448,1201728,1902736,1301872,2303312,2403456,2403456,3004320,2103024,2703888,4005760,3605184,2103024,3104464,2203168,2203168,1702448,100144,-300432,801152,500720,200288,1101584,200288,801152,2403456,1402016,-400576,1301872,701008,901296,701008,1001440,400576,1602304,1602304,1301872,1902736,1301872,1602304,3204608,2804032,701008,2002880,1502160,1402016,1201728,6,26838592
901296,400576,1502160,1201728,1201728,2002880,801152,2603744,1702448,1402016,701008,1902736,1402016,1402016,1201728,1802592,1402016,2203168,2103024,2103024,3004320,1702448,3605184,2403456,2503600,1902736,2804032,2403456,2203168,2002880,0,-500720,500720,500720,300432,1101584,-200288,1702448,701008,701008,-400576,701008,500720,400576,400576,901296,500720,1201728,1402016,1201728,2103024,701008,2703888,1402016,1802592,801152,1602304,1502160,1201728,1201728,6,23633984
1101584,901296,1101584,1502160,1402016,2103024,1201728,3004320,1301872,2203168,701008,2303312,1101584,1702448,1702448,2303312,2103024,1802592,2203168,2403456,3004320,2203168,3905616,2103024,3404896,1802592,3004320,2002880,2603744,2503600,400576,-300432,-100144,801152,701008,1101584,300432,2002880,400576,1402016,-500720,1201728,400576,801152,801152,1602304,901296,600864,1502160,1702448,2002880,1301872,2904176,1201728,2603744,600864,1902736,1301872,1702448,1602304,6,29842912
901296,500720,2804032,1902736,2002880,2303312,901296,2703888,1402016,1702448,1101584,2403456,1702448,1402016,1101584,1902736,1702448,3805472,2904176,3204608,3004320,1902736,3605184,2403456,3304752,2303312,3404896,2603744,2103024,1802592,200288,-500720,1602304,901296,1001440,1101584,200288,1702448,500720,701008,-500720,1201728,701008,500720,400576,1201728,701008,2603744,1902736,2203168,1802592,1201728,2603744,1502160,2303312,701008,2203168,1602304,1201728,1101584,6,27940176
801152,2303312,1101584,1602304,1301872,2303312,1902736,2804032,2603744,2303312,1301872,1702448,3705328,4306192,1101584,1902736,3204608,1902736,2403456,2303312,3304752,2503600,3605184,3304752,3004320,2203168,2603744,4606624,5107344,1902736,-300432,1201728,200288,801152,500720,1301872,901296,2203168,1802592,1602304,600864,801152,2804032,3404896,300432,801152,2103024,1001440,1602304,1502160,2303312,1502160,3004320,2503600,2303312,1502160,1702448,3705328,4206048,1101584,7,43061920
